3.1
13.1
6.1
16.1
10.1
20.1
15.1
25.1
21.1
31.1
28.1
38.1
36.1
46.1
45.1
55.1
55.1
65.1
66.1
76.1
78.1
88.1
91.1
101.1
105.1
115.1
120.1
130.1
136.1
146.1
153.1
163.1
171.1
181.1
190.1
200.1
210.1
220.1
231.1
241.1
253.1
263.1
276.1
286.1
300.1
310.1
325.1
335.1
351.1
361.1
378.1
388.1
406.1
416.1
435.1
445.1
465.1
475.1
496.1
506.1
528.1
538.1
561.1
571.1
595.1
605.1
630.1
640.1
666.1
676.1
703.1
713.1
741.1
751.1
780.1
790.1
